inst#,actual,predicted,error,probability, distribution
4274,1:00,2:01,+,0,*1
4275,1:00,1:00,,*1,0
4276,1:00,1:00,,*1,0
4277,1:00,2:01,+,0,*1
4278,1:00,1:00,,*1,0
4279,1:00,2:01,+,0,*1
4280,1:00,1:00,,*1,0
4281,1:00,1:00,,*1,0
4282,1:00,1:00,,*1,0
4283,1:00,2:01,+,0.001,*0.999
4284,1:00,1:00,,*1,0
4285,1:00,1:00,,*0.999,0.001
4286,1:00,1:00,,*1,0
4287,1:00,1:00,,*1,0
4288,1:00,1:00,,*1,0
4289,1:00,1:00,,*1,0
4290,1:00,1:00,,*1,0
4291,1:00,1:00,,*0.998,0.002
4292,1:00,1:00,,*1,0
4293,1:00,2:01,+,0,*1
4294,1:00,1:00,,*1,0
4295,1:00,1:00,,*1,0
4296,1:00,1:00,,*1,0
4297,1:00,1:00,,*1,0
4298,1:00,1:00,,*1,0
4299,1:00,1:00,,*0.999,0.001
4300,1:00,1:00,,*1,0
4301,1:00,1:00,,*1,0
4302,1:00,1:00,,*1,0
4303,1:00,2:01,+,0.099,*0.901
4304,1:00,1:00,,*1,0
4305,1:00,1:00,,*1,0
4306,1:00,1:00,,*1,0
4307,1:00,1:00,,*0.997,0.003
4308,1:00,1:00,,*1,0
4309,1:00,1:00,,*1,0
4310,1:00,1:00,,*1,0
4311,1:00,2:01,+,0,*1
4312,1:00,1:00,,*1,0
4313,1:00,1:00,,*1,0
4314,1:00,1:00,,*1,0
4315,1:00,1:00,,*1,0
4316,1:00,2:01,+,0,*1
4317,1:00,1:00,,*1,0
4318,1:00,1:00,,*1,0
4319,1:00,1:00,,*1,0
4320,1:00,2:01,+,0.255,*0.745
4321,1:00,1:00,,*1,0
4322,1:00,1:00,,*1,0
4323,1:00,1:00,,*1,0
4324,1:00,1:00,,*1,0
4325,1:00,2:01,+,0.002,*0.998
4326,1:00,1:00,,*1,0
4327,1:00,1:00,,*1,0
4328,1:00,1:00,,*1,0
4329,1:00,1:00,,*1,0
4330,1:00,2:01,+,0,*1
4331,1:00,1:00,,*1,0
4332,1:00,1:00,,*1,0
4333,1:00,1:00,,*1,0
4334,1:00,1:00,,*1,0
4335,1:00,1:00,,*1,0
4336,1:00,1:00,,*1,0
4337,1:00,1:00,,*1,0
4338,1:00,1:00,,*1,0
4339,1:00,1:00,,*1,0
4340,1:00,1:00,,*1,0
4341,1:00,1:00,,*1,0
4342,1:00,1:00,,*1,0
4343,1:00,2:01,+,0,*1
4344,1:00,1:00,,*0.812,0.188
4345,1:00,1:00,,*1,0
4346,1:00,1:00,,*1,0
4347,1:00,1:00,,*1,0
4348,1:00,1:00,,*1,0
4349,1:00,1:00,,*1,0
4350,1:00,1:00,,*1,0
4351,1:00,1:00,,*1,0
4352,1:00,1:00,,*1,0
4353,1:00,1:00,,*1,0
4354,1:00,1:00,,*1,0
4355,1:00,1:00,,*1,0
4356,1:00,2:01,+,0,*1
4357,1:00,1:00,,*0.999,0.001
4358,1:00,1:00,,*1,0
4359,1:00,2:01,+,0,*1
4360,1:00,1:00,,*1,0
4361,1:00,1:00,,*1,0
4362,1:00,1:00,,*0.995,0.005
4363,1:00,1:00,,*1,0
4364,1:00,1:00,,*1,0
4365,1:00,1:00,,*0.996,0.004
4366,1:00,1:00,,*1,0
4367,1:00,1:00,,*1,0
4368,1:00,1:00,,*1,0
4369,1:00,1:00,,*0.998,0.002
4370,1:00,1:00,,*1,0
4371,1:00,1:00,,*1,0
4372,1:00,1:00,,*1,0
4373,1:00,2:01,+,0.007,*0.993
4374,1:00,1:00,,*1,0
4375,1:00,1:00,,*1,0
4376,1:00,1:00,,*1,0
4377,1:00,1:00,,*1,0
4378,1:00,1:00,,*1,0
4379,1:00,1:00,,*1,0
4380,1:00,1:00,,*1,0
4381,1:00,1:00,,*1,0
4382,1:00,1:00,,*1,0
4383,2:01,1:00,+,*1,0
4384,1:00,2:01,+,0,*1
4385,1:00,1:00,,*1,0
4386,1:00,2:01,+,0.005,*0.995
4387,1:00,1:00,,*1,0
4388,1:00,1:00,,*1,0
4389,2:01,1:00,+,*1,0
4390,1:00,1:00,,*1,0
4391,1:00,1:00,,*1,0
4392,1:00,1:00,,*1,0
4393,1:00,2:01,+,0,*1
4394,1:00,2:01,+,0.006,*0.994
4395,1:00,1:00,,*1,0
4396,1:00,2:01,+,0,*1
4397,1:00,1:00,,*1,0
4398,1:00,1:00,,*1,0
4399,1:00,1:00,,*1,0
4400,1:00,1:00,,*1,0
4401,1:00,1:00,,*1,0
4402,1:00,1:00,,*0.966,0.034
4403,1:00,2:01,+,0,*1
4404,1:00,1:00,,*0.526,0.474
4405,1:00,1:00,,*1,0
4406,1:00,2:01,+,0,*1
4407,1:00,1:00,,*1,0
4408,1:00,1:00,,*1,0
4409,1:00,1:00,,*1,0
4410,1:00,1:00,,*0.998,0.002
4411,1:00,1:00,,*1,0
4412,1:00,1:00,,*1,0
4413,1:00,1:00,,*1,0
4414,1:00,1:00,,*0.724,0.276
4415,1:00,1:00,,*1,0
4416,1:00,1:00,,*0.995,0.005
4417,1:00,1:00,,*1,0
4418,1:00,1:00,,*1,0
4419,1:00,1:00,,*1,0
4420,1:00,2:01,+,0,*1
4421,1:00,1:00,,*1,0
4422,1:00,1:00,,*0.757,0.243
4423,1:00,1:00,,*1,0
4424,1:00,1:00,,*0.998,0.002
4425,1:00,1:00,,*1,0
4426,1:00,1:00,,*0.975,0.025
4427,1:00,1:00,,*1,0
4428,1:00,1:00,,*1,0
4429,1:00,2:01,+,0.325,*0.675
4430,1:00,2:01,+,0,*1
4431,1:00,1:00,,*1,0
4432,1:00,1:00,,*1,0
4433,1:00,1:00,,*1,0
4434,1:00,1:00,,*1,0
4435,1:00,1:00,,*1,0
4436,2:01,1:00,+,*1,0
4437,1:00,1:00,,*1,0
4438,1:00,2:01,+,0,*1
4439,1:00,1:00,,*1,0
4440,1:00,1:00,,*0.999,0.001
4441,1:00,1:00,,*1,0
4442,1:00,2:01,+,0,*1
4443,1:00,1:00,,*1,0
4444,1:00,1:00,,*1,0
4445,1:00,1:00,,*1,0
4446,1:00,2:01,+,0,*1
4447,1:00,2:01,+,0,*1
4448,1:00,1:00,,*1,0
4449,1:00,1:00,,*1,0
4450,1:00,1:00,,*1,0
4451,1:00,1:00,,*1,0
4452,1:00,1:00,,*1,0
4453,1:00,1:00,,*1,0
4454,1:00,1:00,,*1,0
4455,1:00,2:01,+,0,*1
4456,1:00,1:00,,*1,0
4457,1:00,1:00,,*1,0
4458,1:00,1:00,,*1,0
4459,1:00,1:00,,*1,0
4460,1:00,1:00,,*1,0
4461,1:00,2:01,+,0,*1
4462,1:00,2:01,+,0.001,*0.999
4463,1:00,1:00,,*1,0
4464,1:00,1:00,,*1,0
4465,1:00,1:00,,*1,0
4466,1:00,2:01,+,0,*1
4467,1:00,1:00,,*1,0
4468,1:00,1:00,,*1,0
4469,1:00,1:00,,*1,0
4470,2:01,1:00,+,*1,0
4471,1:00,1:00,,*1,0
4472,1:00,1:00,,*1,0
4473,1:00,1:00,,*1,0
4474,1:00,1:00,,*1,0
4475,1:00,1:00,,*0.939,0.061
4476,1:00,1:00,,*1,0
4477,1:00,2:01,+,0,*1
4478,1:00,2:01,+,0.12,*0.88
4479,1:00,2:01,+,0.121,*0.879
4480,1:00,1:00,,*1,0
4481,1:00,1:00,,*1,0
4482,1:00,1:00,,*1,0
4483,1:00,2:01,+,0.001,*0.999
4484,1:00,1:00,,*1,0
4485,1:00,1:00,,*1,0
4486,1:00,1:00,,*1,0
4487,1:00,1:00,,*1,0
4488,1:00,1:00,,*0.984,0.016
4489,1:00,1:00,,*1,0
4490,1:00,1:00,,*1,0
4491,1:00,1:00,,*1,0
4492,1:00,1:00,,*1,0
4493,1:00,2:01,+,0,*1
4494,1:00,1:00,,*0.944,0.056
4495,1:00,2:01,+,0.115,*0.885
4496,1:00,1:00,,*1,0
4497,1:00,1:00,,*1,0
4498,1:00,2:01,+,0.04,*0.96
4499,1:00,1:00,,*1,0
4500,1:00,1:00,,*1,0
4501,1:00,1:00,,*1,0
4502,1:00,1:00,,*0.991,0.009
4503,1:00,1:00,,*1,0
4504,1:00,1:00,,*1,0
4505,1:00,1:00,,*0.991,0.009
4506,1:00,1:00,,*1,0
4507,1:00,1:00,,*1,0
4508,1:00,1:00,,*1,0
4509,1:00,1:00,,*1,0
4510,1:00,1:00,,*1,0
4511,1:00,1:00,,*1,0
4512,1:00,1:00,,*1,0
4513,1:00,1:00,,*1,0
4514,2:01,2:01,,0,*1
4515,1:00,1:00,,*1,0
4516,1:00,1:00,,*1,0
4517,1:00,1:00,,*1,0
4518,1:00,1:00,,*1,0
4519,1:00,1:00,,*1,0
4520,1:00,1:00,,*0.999,0.001
4521,1:00,2:01,+,0.045,*0.955
4522,2:01,2:01,,0,*1
4523,1:00,1:00,,*1,0
4524,1:00,1:00,,*1,0
4525,1:00,1:00,,*0.993,0.007
4526,1:00,1:00,,*1,0
4527,1:00,1:00,,*1,0
4528,1:00,2:01,+,0.023,*0.977
4529,1:00,1:00,,*1,0
4530,1:00,1:00,,*1,0
4531,1:00,1:00,,*1,0
4532,1:00,1:00,,*1,0
4533,1:00,1:00,,*1,0
4534,1:00,1:00,,*1,0
4535,1:00,1:00,,*1,0
4536,1:00,1:00,,*1,0
4537,1:00,1:00,,*1,0
4538,1:00,1:00,,*1,0
4539,1:00,1:00,,*1,0
4540,1:00,1:00,,*1,0
4541,1:00,1:00,,*1,0
4542,1:00,1:00,,*1,0
4543,1:00,1:00,,*1,0
4544,1:00,1:00,,*1,0
4545,1:00,1:00,,*1,0
4546,1:00,1:00,,*1,0
4547,1:00,1:00,,*1,0
4548,1:00,1:00,,*1,0
4549,1:00,1:00,,*0.91,0.09
4550,1:00,1:00,,*1,0
4551,1:00,2:01,+,0,*1
4552,1:00,1:00,,*1,0
4553,1:00,1:00,,*1,0
4554,1:00,1:00,,*1,0
4555,1:00,1:00,,*1,0
4556,2:01,2:01,,0.001,*0.999
4557,1:00,2:01,+,0.001,*0.999
4558,1:00,1:00,,*1,0
4559,1:00,1:00,,*1,0
4560,1:00,1:00,,*1,0
4561,1:00,1:00,,*1,0
4562,1:00,1:00,,*1,0
4563,1:00,1:00,,*1,0
4564,1:00,1:00,,*1,0
4565,1:00,1:00,,*1,0
4566,1:00,1:00,,*1,0
4567,1:00,1:00,,*0.999,0.001
4568,1:00,1:00,,*1,0
4569,1:00,1:00,,*1,0
4570,1:00,1:00,,*1,0
4571,1:00,1:00,,*1,0
4572,1:00,1:00,,*0.999,0.001
4573,1:00,1:00,,*1,0
4574,1:00,1:00,,*1,0
4575,1:00,1:00,,*1,0
4576,1:00,1:00,,*1,0
4577,1:00,1:00,,*1,0
4578,1:00,1:00,,*1,0
4579,1:00,1:00,,*1,0
4580,1:00,2:01,+,0,*1
4581,1:00,1:00,,*1,0
4582,1:00,2:01,+,0,*1
4583,1:00,2:01,+,0.002,*0.998
4584,1:00,1:00,,*1,0
4585,1:00,1:00,,*1,0
4586,1:00,1:00,,*1,0
4587,1:00,1:00,,*1,0
4588,1:00,1:00,,*0.988,0.012
4589,1:00,1:00,,*1,0
4590,1:00,1:00,,*1,0
4591,1:00,1:00,,*1,0
4592,1:00,1:00,,*1,0
4593,1:00,1:00,,*1,0
4594,1:00,2:01,+,0,*1
4595,1:00,1:00,,*1,0
4596,1:00,1:00,,*1,0
4597,1:00,1:00,,*1,0
4598,1:00,1:00,,*1,0
4599,1:00,2:01,+,0.004,*0.996
4600,1:00,1:00,,*1,0
4601,1:00,1:00,,*1,0
4602,1:00,2:01,+,0,*1
4603,1:00,1:00,,*1,0
4604,1:00,1:00,,*1,0
4605,1:00,1:00,,*1,0
4606,1:00,1:00,,*1,0
4607,1:00,1:00,,*1,0
4608,1:00,2:01,+,0,*1
4609,1:00,1:00,,*1,0
4610,1:00,1:00,,*1,0
4611,1:00,1:00,,*1,0
4612,1:00,1:00,,*1,0
4613,1:00,2:01,+,0,*1
4614,1:00,2:01,+,0,*1
4615,1:00,1:00,,*1,0
4616,1:00,1:00,,*1,0
4617,1:00,1:00,,*1,0
4618,1:00,1:00,,*1,0
4619,1:00,1:00,,*1,0
4620,1:00,1:00,,*1,0
4621,1:00,1:00,,*1,0
4622,1:00,1:00,,*1,0
4623,1:00,1:00,,*1,0
4624,1:00,1:00,,*1,0
4625,1:00,1:00,,*1,0
4626,1:00,1:00,,*1,0
4627,1:00,1:00,,*1,0
4628,1:00,1:00,,*1,0
4629,1:00,1:00,,*1,0
4630,1:00,1:00,,*1,0
4631,1:00,1:00,,*1,0
4632,1:00,1:00,,*1,0
4633,1:00,1:00,,*1,0
4634,1:00,1:00,,*0.856,0.144
4635,1:00,1:00,,*1,0
4636,1:00,2:01,+,0.017,*0.983
4637,1:00,1:00,,*1,0
4638,1:00,2:01,+,0,*1
4639,1:00,1:00,,*1,0
4640,1:00,1:00,,*1,0
4641,1:00,1:00,,*1,0
4642,1:00,1:00,,*1,0
4643,1:00,2:01,+,0.19,*0.81
4644,1:00,1:00,,*1,0
4645,1:00,1:00,,*1,0
4646,1:00,1:00,,*1,0
4647,1:00,1:00,,*1,0
4648,1:00,2:01,+,0.011,*0.989
4649,1:00,1:00,,*1,0
4650,1:00,1:00,,*1,0
4651,1:00,1:00,,*1,0
4652,1:00,1:00,,*1,0
4653,1:00,1:00,,*1,0
4654,1:00,1:00,,*1,0
4655,1:00,2:01,+,0,*1
4656,1:00,1:00,,*1,0
4657,1:00,1:00,,*1,0
4658,1:00,1:00,,*1,0
4659,1:00,1:00,,*0.655,0.345
4660,1:00,2:01,+,0.161,*0.839
4661,1:00,1:00,,*1,0
4662,1:00,1:00,,*0.656,0.344
4663,1:00,1:00,,*1,0
4664,1:00,1:00,,*1,0
4665,1:00,1:00,,*1,0
4666,1:00,1:00,,*1,0
4667,1:00,2:01,+,0,*1
4668,1:00,2:01,+,0.041,*0.959
4669,1:00,1:00,,*1,0
4670,1:00,1:00,,*1,0
4671,1:00,2:01,+,0,*1
4672,1:00,1:00,,*1,0
4673,1:00,1:00,,*1,0
4674,1:00,2:01,+,0,*1
4675,1:00,1:00,,*1,0
4676,1:00,1:00,,*1,0
4677,1:00,1:00,,*1,0
4678,2:01,1:00,+,*0.575,0.425
4679,1:00,1:00,,*1,0
4680,1:00,1:00,,*1,0
4681,1:00,1:00,,*0.579,0.421
4682,1:00,1:00,,*1,0
4683,1:00,1:00,,*1,0
4684,1:00,1:00,,*1,0
4685,1:00,2:01,+,0,*1
4686,1:00,1:00,,*1,0
4687,1:00,1:00,,*1,0
4688,1:00,1:00,,*1,0
4689,1:00,2:01,+,0,*1
4690,2:01,1:00,+,*1,0
4691,1:00,1:00,,*1,0
4692,1:00,1:00,,*0.999,0.001
4693,1:00,1:00,,*1,0
4694,1:00,1:00,,*1,0
4695,1:00,1:00,,*1,0
4696,1:00,1:00,,*0.992,0.008
4697,1:00,1:00,,*1,0
4698,1:00,1:00,,*1,0
4699,1:00,2:01,+,0.239,*0.761
4700,1:00,1:00,,*1,0
4701,1:00,1:00,,*0.976,0.024
4702,1:00,1:00,,*1,0
4703,1:00,1:00,,*1,0
4704,1:00,1:00,,*1,0
4705,1:00,1:00,,*0.999,0.001
4706,1:00,1:00,,*1,0
4707,1:00,1:00,,*1,0
4708,1:00,1:00,,*1,0
4709,1:00,1:00,,*0.998,0.002
4710,1:00,1:00,,*1,0
4711,1:00,1:00,,*1,0
4712,1:00,1:00,,*0.947,0.053
4713,1:00,1:00,,*1,0
4714,1:00,1:00,,*1,0
4715,1:00,1:00,,*1,0
4716,1:00,1:00,,*1,0
4717,1:00,1:00,,*0.995,0.005
4718,1:00,1:00,,*0.998,0.002
4719,1:00,1:00,,*1,0
4720,1:00,2:01,+,0,*1
4721,1:00,2:01,+,0,*1
4722,1:00,1:00,,*1,0
4723,1:00,2:01,+,0,*1
4724,1:00,1:00,,*1,0
4725,2:01,1:00,+,*1,0
4726,1:00,1:00,,*1,0
4727,1:00,1:00,,*1,0
4728,1:00,1:00,,*1,0
4729,2:01,1:00,+,*1,0
4730,1:00,1:00,,*0.998,0.002
4731,1:00,2:01,+,0.007,*0.993
4732,1:00,1:00,,*0.997,0.003
4733,1:00,1:00,,*1,0
4734,1:00,1:00,,*1,0
4735,1:00,1:00,,*1,0
4736,1:00,1:00,,*1,0
4737,1:00,1:00,,*1,0
4738,1:00,1:00,,*0.999,0.001
4739,1:00,1:00,,*0.999,0.001
4740,1:00,1:00,,*1,0
4741,1:00,1:00,,*1,0
4742,1:00,1:00,,*1,0
4743,1:00,1:00,,*1,0
4744,1:00,1:00,,*1,0
4745,1:00,1:00,,*1,0
4746,1:00,1:00,,*1,0
4747,1:00,1:00,,*1,0
4748,1:00,1:00,,*1,0
4749,1:00,1:00,,*1,0
4750,1:00,2:01,+,0.04,*0.96
4751,1:00,1:00,,*1,0
4752,1:00,1:00,,*1,0
4753,1:00,2:01,+,0,*1
4754,1:00,1:00,,*1,0
4755,1:00,1:00,,*1,0
4756,1:00,1:00,,*1,0
4757,2:01,2:01,,0,*1
4758,1:00,1:00,,*1,0
4759,1:00,1:00,,*1,0
4760,1:00,1:00,,*1,0
4761,1:00,1:00,,*1,0
4762,1:00,1:00,,*1,0
4763,1:00,1:00,,*1,0
4764,1:00,1:00,,*1,0
4765,1:00,1:00,,*1,0
4766,1:00,1:00,,*1,0
4767,1:00,1:00,,*1,0
4768,1:00,1:00,,*1,0
4769,1:00,1:00,,*1,0
4770,1:00,1:00,,*1,0
4771,1:00,1:00,,*1,0
4772,1:00,1:00,,*1,0
4773,1:00,1:00,,*1,0
4774,1:00,1:00,,*1,0
4775,1:00,1:00,,*1,0
4776,1:00,1:00,,*0.976,0.024
4777,1:00,1:00,,*0.999,0.001
4778,1:00,1:00,,*1,0
4779,1:00,2:01,+,0,*1
4780,1:00,1:00,,*1,0
4781,1:00,1:00,,*1,0
4782,1:00,1:00,,*1,0
4783,1:00,1:00,,*1,0
4784,1:00,1:00,,*1,0
4785,1:00,1:00,,*1,0
4786,1:00,1:00,,*1,0
4787,1:00,1:00,,*1,0
4788,1:00,1:00,,*1,0
4789,1:00,1:00,,*1,0
4790,1:00,2:01,+,0,*1
4791,1:00,1:00,,*1,0
4792,1:00,1:00,,*1,0
4793,1:00,1:00,,*1,0
4794,1:00,1:00,,*1,0
4795,1:00,1:00,,*1,0
4796,1:00,1:00,,*1,0
4797,1:00,1:00,,*1,0
4798,1:00,1:00,,*1,0
4799,1:00,1:00,,*1,0
4800,1:00,1:00,,*1,0
4801,1:00,1:00,,*1,0
4802,1:00,1:00,,*1,0
4803,1:00,1:00,,*1,0
4804,1:00,1:00,,*1,0
4805,1:00,1:00,,*1,0
4806,1:00,1:00,,*1,0
4807,1:00,1:00,,*0.603,0.397
4808,1:00,1:00,,*1,0
4809,1:00,2:01,+,0.004,*0.996
4810,1:00,1:00,,*1,0
4811,1:00,1:00,,*1,0
4812,1:00,2:01,+,0.039,*0.961
4813,1:00,1:00,,*1,0
4814,1:00,1:00,,*1,0
4815,1:00,1:00,,*1,0
4816,1:00,1:00,,*1,0
4817,1:00,1:00,,*1,0
4818,1:00,2:01,+,0,*1
4819,1:00,1:00,,*1,0
4820,1:00,1:00,,*1,0
4821,1:00,1:00,,*1,0
4822,1:00,1:00,,*1,0
4823,1:00,1:00,,*1,0
4824,1:00,1:00,,*1,0
4825,1:00,1:00,,*1,0
4826,1:00,1:00,,*1,0
4827,1:00,1:00,,*1,0
4828,1:00,1:00,,*1,0
4829,2:01,1:00,+,*1,0
4830,1:00,1:00,,*1,0
4831,1:00,1:00,,*1,0
4832,1:00,1:00,,*1,0
4833,1:00,1:00,,*1,0
4834,1:00,2:01,+,0.052,*0.948
4835,1:00,1:00,,*1,0
4836,1:00,1:00,,*1,0
4837,1:00,1:00,,*0.954,0.046
4838,1:00,1:00,,*1,0
4839,1:00,1:00,,*1,0
4840,1:00,1:00,,*1,0
4841,1:00,1:00,,*1,0
4842,1:00,1:00,,*1,0
4843,1:00,1:00,,*1,0
4844,1:00,1:00,,*1,0
4845,1:00,2:01,+,0.073,*0.927
4846,1:00,1:00,,*1,0
4847,1:00,1:00,,*1,0
4848,1:00,2:01,+,0.015,*0.985
4849,1:00,2:01,+,0.002,*0.998
4850,1:00,2:01,+,0.114,*0.886
4851,1:00,1:00,,*1,0
4852,1:00,1:00,,*1,0
4853,1:00,1:00,,*1,0
4854,1:00,1:00,,*1,0
4855,1:00,1:00,,*1,0
4856,1:00,1:00,,*1,0
4857,1:00,1:00,,*1,0
4858,1:00,1:00,,*0.995,0.005
4859,1:00,2:01,+,0,*1
4860,1:00,1:00,,*1,0
4861,1:00,1:00,,*1,0
4862,1:00,1:00,,*1,0
4863,1:00,1:00,,*1,0
4864,1:00,1:00,,*1,0
4865,1:00,2:01,+,0,*1
4866,1:00,1:00,,*1,0
4867,1:00,1:00,,*1,0
4868,1:00,1:00,,*1,0
4869,1:00,1:00,,*0.992,0.008
4870,1:00,1:00,,*1,0
4871,1:00,1:00,,*1,0
4872,1:00,1:00,,*1,0
4873,1:00,2:01,+,0.001,*0.999
4874,1:00,2:01,+,0.461,*0.539
4875,1:00,1:00,,*1,0
4876,1:00,1:00,,*1,0
4877,1:00,1:00,,*1,0
4878,1:00,2:01,+,0.001,*0.999
4879,1:00,1:00,,*1,0
4880,1:00,1:00,,*1,0
4881,1:00,1:00,,*1,0
4882,1:00,1:00,,*1,0
4883,1:00,1:00,,*1,0
4884,1:00,2:01,+,0.075,*0.925
4885,1:00,1:00,,*0.998,0.002
4886,1:00,1:00,,*1,0
4887,1:00,1:00,,*1,0
4888,1:00,1:00,,*1,0
4889,1:00,1:00,,*1,0
4890,1:00,1:00,,*1,0
4891,1:00,1:00,,*1,0
4892,1:00,1:00,,*1,0
4893,1:00,1:00,,*1,0
4894,1:00,1:00,,*1,0
4895,1:00,1:00,,*0.992,0.008
4896,2:01,1:00,+,*1,0
4897,1:00,1:00,,*0.983,0.017
4898,1:00,1:00,,*1,0
4899,1:00,1:00,,*1,0
4900,1:00,1:00,,*1,0
4901,1:00,1:00,,*1,0
4902,1:00,1:00,,*1,0
4903,1:00,1:00,,*1,0
4904,1:00,1:00,,*1,0
4905,1:00,1:00,,*0.892,0.108
4906,1:00,1:00,,*1,0
4907,1:00,1:00,,*1,0
4908,1:00,2:01,+,0.014,*0.986
4909,1:00,1:00,,*1,0
4910,1:00,1:00,,*1,0
4911,1:00,1:00,,*1,0
4912,1:00,1:00,,*0.999,0.001
4913,1:00,1:00,,*1,0
4914,1:00,1:00,,*1,0
4915,1:00,2:01,+,0.045,*0.955
4916,1:00,1:00,,*1,0
4917,1:00,1:00,,*1,0
4918,1:00,1:00,,*1,0
4919,1:00,1:00,,*0.994,0.006
4920,1:00,1:00,,*1,0
4921,1:00,1:00,,*1,0
4922,2:01,1:00,+,*1,0
4923,1:00,1:00,,*1,0
4924,1:00,1:00,,*1,0
4925,1:00,1:00,,*1,0
4926,1:00,1:00,,*1,0
4927,1:00,2:01,+,0.001,*0.999
4928,1:00,1:00,,*1,0
4929,1:00,1:00,,*0.661,0.339
4930,1:00,1:00,,*1,0
4931,1:00,1:00,,*0.999,0.001
4932,1:00,1:00,,*1,0
4933,1:00,1:00,,*1,0
4934,1:00,1:00,,*1,0
4935,1:00,1:00,,*1,0
4936,1:00,1:00,,*0.937,0.063
4937,1:00,1:00,,*1,0
4938,1:00,1:00,,*1,0
4939,1:00,1:00,,*1,0
4940,1:00,1:00,,*1,0
4941,1:00,1:00,,*1,0
4942,1:00,1:00,,*0.998,0.002
4943,1:00,1:00,,*1,0
4944,1:00,1:00,,*1,0
4945,1:00,1:00,,*1,0
4946,1:00,1:00,,*1,0
4947,1:00,1:00,,*1,0
4948,1:00,1:00,,*0.99,0.01
4949,1:00,1:00,,*0.897,0.103
4950,1:00,1:00,,*1,0
4951,1:00,1:00,,*1,0
4952,1:00,1:00,,*1,0
4953,1:00,2:01,+,0,*1
4954,1:00,1:00,,*1,0
4955,1:00,1:00,,*1,0
4956,1:00,1:00,,*1,0
4957,1:00,1:00,,*1,0
4958,1:00,1:00,,*0.862,0.138
4959,1:00,1:00,,*0.997,0.003
4960,1:00,2:01,+,0,*1
4961,1:00,1:00,,*1,0
4962,1:00,1:00,,*1,0
4963,1:00,1:00,,*1,0
4964,1:00,1:00,,*1,0
4965,1:00,1:00,,*1,0
4966,1:00,1:00,,*1,0
4967,1:00,1:00,,*1,0
4968,1:00,1:00,,*1,0
4969,1:00,2:01,+,0,*1
4970,1:00,1:00,,*1,0
4971,1:00,1:00,,*1,0
4972,1:00,1:00,,*1,0
4973,1:00,1:00,,*1,0
4974,1:00,1:00,,*1,0
4975,1:00,1:00,,*1,0
4976,1:00,1:00,,*1,0
4977,1:00,1:00,,*1,0
4978,1:00,1:00,,*1,0
4979,1:00,1:00,,*1,0
4980,1:00,1:00,,*1,0
4981,1:00,1:00,,*0.976,0.024
4982,2:01,2:01,,0.469,*0.531
4983,1:00,1:00,,*1,0
4984,1:00,1:00,,*1,0
4985,1:00,2:01,+,0,*1
4986,1:00,1:00,,*1,0
4987,1:00,1:00,,*1,0
4988,1:00,1:00,,*0.722,0.278
4989,1:00,1:00,,*0.967,0.033
4990,1:00,1:00,,*1,0
4991,1:00,1:00,,*1,0
4992,1:00,1:00,,*1,0
4993,1:00,1:00,,*1,0
4994,1:00,1:00,,*1,0
4995,1:00,1:00,,*1,0
4996,1:00,1:00,,*1,0
4997,1:00,1:00,,*1,0
4998,1:00,1:00,,*1,0
4999,1:00,1:00,,*1,0
5000,1:00,1:00,,*1,0
5001,2:01,2:01,,0,*1
5002,1:00,1:00,,*1,0
5003,1:00,1:00,,*1,0
5004,1:00,1:00,,*0.931,0.069
5005,1:00,2:01,+,0.138,*0.862
5006,1:00,1:00,,*0.994,0.006
5007,1:00,1:00,,*0.998,0.002
5008,1:00,1:00,,*1,0
5009,1:00,1:00,,*0.997,0.003
5010,1:00,1:00,,*1,0
5011,1:00,1:00,,*1,0
5012,1:00,1:00,,*1,0
5013,1:00,1:00,,*1,0
5014,1:00,1:00,,*1,0
5015,1:00,1:00,,*1,0
5016,1:00,2:01,+,0.088,*0.912
5017,1:00,1:00,,*1,0
5018,1:00,2:01,+,0,*1
5019,1:00,1:00,,*1,0
5020,1:00,1:00,,*1,0
5021,1:00,1:00,,*1,0
5022,1:00,1:00,,*0.999,0.001
5023,1:00,2:01,+,0,*1
5024,1:00,1:00,,*1,0
5025,1:00,1:00,,*0.972,0.028
5026,1:00,1:00,,*1,0
5027,1:00,2:01,+,0,*1
5028,1:00,2:01,+,0,*1
5029,2:01,2:01,,0.338,*0.662
5030,1:00,1:00,,*1,0
5031,1:00,1:00,,*1,0
5032,1:00,1:00,,*1,0
5033,1:00,1:00,,*1,0
5034,1:00,1:00,,*1,0
5035,1:00,1:00,,*1,0
5036,1:00,1:00,,*1,0
5037,1:00,1:00,,*1,0
5038,1:00,1:00,,*1,0
5039,1:00,2:01,+,0,*1
5040,1:00,1:00,,*1,0
5041,1:00,1:00,,*0.979,0.021
5042,1:00,1:00,,*1,0
5043,1:00,1:00,,*1,0
5044,1:00,1:00,,*1,0
5045,1:00,1:00,,*1,0
5046,1:00,1:00,,*1,0
5047,1:00,1:00,,*1,0
5048,1:00,1:00,,*1,0
5049,1:00,1:00,,*1,0
5050,1:00,1:00,,*1,0
5051,1:00,1:00,,*0.99,0.01
5052,1:00,1:00,,*1,0
5053,1:00,2:01,+,0,*1
5054,1:00,1:00,,*1,0
5055,1:00,1:00,,*1,0
5056,1:00,2:01,+,0,*1
5057,1:00,1:00,,*1,0
5058,1:00,1:00,,*1,0
5059,1:00,2:01,+,0,*1
