IRI_KEY,FIPS,NAME,State_Name,REGION,DIVISION,Zip_name,Good_Bad,Zip_key,Zip_lon,Zip_lat,Share_Camp,Share_Other,Share_PL,Share_prog,per_kids18,per_kids9,per_old,per_white,per_black,hhsize,Per_college,per_hh_less20K,median_inc,capita_inc
230629,6065.00,Riverside County,California,4.00,9.00,91752 Mira Loma,Bad,91752,-117.53,34.00,0.612956084,0.069010779,0.175109539,0.142923599,0.32,0.17,0.10,0.65,0.03,3.26,0.06,0.23,37110.00,15456.00
230761,6085.00,Santa Clara County,California,4.00,9.00,94087 Sunnyvale,Good,94087,-122.04,37.35,0.423839931,0.117355219,0.040797413,0.418007436,0.22,0.14,0.13,0.61,0.02,2.54,0.51,0.08,84856.00,41293.00
230828,48113.00,Dallas County,Texas,3.00,7.00,75081 Richardson,Bad,75081,-96.71,32.95,0.54756917,0.0301492,0.162223746,0.260057883,0.25,0.13,0.08,0.71,0.08,2.62,0.36,0.10,60597.00,27136.00
231063,41051.00,Multnomah County,Oregon,4.00,9.00,97220 Portland,Bad,97220,-122.56,45.55,0.444359466,0.215534553,0.165482585,0.174623396,0.23,0.13,0.16,0.76,0.04,2.52,0.16,0.20,39649.00,18314.00
231065,19153.00,Polk County,Iowa,2.00,4.00,50315 Des Moines,Bad,50315,-93.62,41.54,0.579940943,0.062397466,0.306081321,0.05158027,0.25,0.15,0.12,0.89,0.03,2.44,0.13,0.22,39457.00,17857.00
231084,36047.00,Kings County,New York,1.00,2.00,11239 Brooklyn,Good,11239,-73.87,40.65,0.423705439,0.060449587,0.120269055,0.395575919,0.24,0.11,0.21,0.38,0.45,2.27,0.14,0.54,16919.00,12845.00
231251,26139.00,Ottawa County,Michigan,2.00,3.00,49417 Grand Haven,Bad,49417,-86.14,43.01,0.614067872,0.106253372,0.100875481,0.178803276,0.26,0.14,0.12,0.97,0.00,2.57,0.27,0.13,51142.00,23258.00
231293,53061.00,Snohomish County,Washington,4.00,9.00,98290 Snohomish,Bad,98290,-122.00,47.95,0.51273428,0.056596034,0.264183869,0.166485817,0.29,0.14,0.09,0.95,0.00,2.80,0.21,0.11,61110.00,23856.00
231375,34003.00,Bergen County,New Jersey,1.00,2.00,07450 Ridgewood,Good,7450,-74.11,40.98,0.347751926,0.172144864,0.000869417,0.479233794,0.30,0.17,0.12,0.88,0.02,2.87,0.61,0.08,104286.00,51658.00
231405,37119.00,Mecklenburg County,North Carolina,3.00,5.00,28211 Charlotte,Good,28211,-80.80,35.17,0.474742391,0.095418497,0.110394085,0.319445028,0.22,0.13,0.16,0.83,0.12,2.27,0.52,0.13,62371.00,42943.00
231440,24027.00,Howard County,Maryland,3.00,5.00,21044 Columbia,Good,21044,-76.88,39.21,0.36567985,0.062921342,0.138569665,0.432829142,0.25,0.14,0.09,0.67,0.21,2.46,0.56,0.09,70691.00,34481.00
231505,24031.00,Montgomery County,Maryland,3.00,5.00,20902 Silver Spring,Good,20902,-77.04,39.04,0.393942098,0.071629381,0.202755343,0.331673177,0.25,0.14,0.13,0.54,0.19,2.81,0.37,0.12,60296.00,26059.00
231533,6059.00,Orange County,California,4.00,9.00,92832 Fullerton,Bad,92832,-117.93,33.87,0.452557089,0.233896058,0.083325279,0.230221573,0.28,0.17,0.09,0.58,0.03,3.10,0.19,0.21,44037.00,17546.00
231584,24031.00,Montgomery County,Maryland,3.00,5.00,20904 Silver Spring,Good,20904,-76.98,39.06,0.389894294,0.084614745,0.098947481,0.426543481,0.25,0.14,0.10,0.40,0.37,2.67,0.46,0.10,60390.00,28082.00
231588,53033.00,King County,Washington,4.00,9.00,98146 Seattle,Bad,98146,-122.36,47.50,0.597285276,0.055756935,0.199764159,0.147193629,0.24,0.14,0.12,0.65,0.06,2.61,0.21,0.18,46321.00,21789.00
231665,41005.00,Clackamas County,Oregon,4.00,9.00,97086 Happy Valley,Bad,97086,-122.53,45.45,0.608645516,0.078612133,0.186964646,0.125777706,0.25,0.14,0.12,0.78,0.11,2.56,0.27,0.18,50298.30,24645.24
231720,29189.00,St. Louis County,Missouri,2.00,4.00,63033 Florissant,Bad,63033,-90.28,38.80,0.567790635,0.166630781,0.091229457,0.174349127,0.26,0.13,0.16,0.54,0.43,2.52,0.23,0.14,47852.00,22086.00
231813,42045.00,Delaware County,Pennsylvania,1.00,2.00,19079 Sharon Hill,Bad,19079,-75.27,39.90,0.624088653,0.025126559,0.08837764,0.262407148,0.29,0.15,0.14,0.45,0.52,2.65,0.15,0.27,36932.00,16621.00
231874,22033.00,East Baton Rouge Parish,Louisiana,3.00,7.00,70815 Baton Rouge,Bad,70815,-91.07,30.46,0.67478279,0.050023081,0.099572007,0.175622122,0.25,0.14,0.17,0.67,0.25,2.53,0.26,0.20,41277.00,21236.00
231876,6059.00,Orange County,California,4.00,9.00,90720 Los Alamitos,Bad,90720,-118.06,33.80,0.475739278,0.110230678,0.175703607,0.238326437,0.26,0.13,0.17,0.82,0.02,2.69,0.34,0.10,65715.00,32197.00
231891,45019.00,Charleston County,South Carolina,3.00,5.00,29407 Charleston,Bad,29407,-80.00,32.80,0.566207665,0.028258359,0.329541304,0.075992672,0.20,0.11,0.16,0.66,0.31,2.22,0.33,0.25,37436.00,22371.00
231963,6037.00,Los Angeles County,California,4.00,9.00,90064 Los Angeles,Good,90064,-118.42,34.04,0.352825463,0.258939041,0.080751257,0.30748424,0.18,0.11,0.15,0.72,0.03,2.23,0.47,0.15,59923.00,41864.00
232175,6013.00,Contra Costa County,California,4.00,9.00,94553 Martinez,Bad,94553,-122.17,37.98,0.550719915,0.121748368,0.101709403,0.225822315,0.23,0.12,0.10,0.81,0.03,2.43,0.29,0.12,60402.00,28761.00
232195,17031.00,Cook County,Illinois,2.00,3.00,60056 Mount Prospect,Good,60056,-87.93,42.07,0.462082324,0.115196569,0.108029471,0.314691636,0.23,0.13,0.15,0.80,0.02,2.61,0.31,0.11,57659.00,26284.00
232271,40017.00,Canadian County,Oklahoma,3.00,7.00,73064 Mustang,Bad,73064,-97.74,35.38,0.717739594,0.04147433,0.101472937,0.139313138,0.30,0.15,0.08,0.92,0.01,2.79,0.17,0.14,50715.00,21800.00
232349,54011.00,Cabell County,West Virginia,3.00,5.00,25701 Huntington,Bad,25701,-82.40,38.37,0.561681709,0.039110287,0.130964891,0.268243113,0.17,0.09,0.19,0.88,0.09,2.03,0.27,0.42,25504.00,18630.00
232399,28089.00,Madison County,Mississippi,3.00,6.00,39046 Canton,Bad,39046,-89.99,32.63,0.597312373,0.017940686,0.32460928,0.060137661,0.32,0.18,0.11,0.24,0.75,3.04,0.14,0.36,29599.00,14324.00
232419,13067.00,Cobb County,Georgia,3.00,5.00,30064 Marietta,Bad,30064,-84.62,33.94,0.669214542,0.059001212,0.18619286,0.085591386,0.28,0.15,0.09,0.80,0.15,2.74,0.40,0.10,67586.00,30115.00
232473,6065.00,Riverside County,California,4.00,9.00,92320 Calimesa,Bad,92320,-117.05,33.99,0.585773815,0.086959237,0.176825341,0.150441606,0.22,0.11,0.26,0.89,0.01,2.38,0.13,0.25,38057.00,20397.00
232503,1073.00,Jefferson County,Alabama,3.00,6.00,35204 Birmingham,Bad,35204,-86.84,33.52,0.660148959,0.01636415,0.294007944,0.029478947,0.22,0.12,0.18,0.09,0.89,2.26,0.13,0.54,17999.00,11947.00
232626,17097.00,Lake County,Illinois,2.00,3.00,60089 Buffalo Grove,Bad,60089,-87.96,42.17,0.510863564,0.121710925,0.088097738,0.279327773,0.29,0.15,0.09,0.89,0.01,2.74,0.50,0.05,81324.00,36688.00
232633,29189.00,St. Louis County,Missouri,2.00,4.00,63031 Florissant,Bad,63031,-90.35,38.81,0.653325643,0.094422347,0.140922756,0.111329254,0.26,0.14,0.14,0.86,0.11,2.58,0.19,0.12,49467.00,21682.00
232733,53011.00,Clark County,Washington,4.00,9.00,98682 Vancouver,Bad,98682,-122.47,45.68,0.500816997,0.063613557,0.270286882,0.165282565,0.33,0.20,0.05,0.87,0.02,2.99,0.14,0.10,50553.00,18593.00
232902,1073.00,Jefferson County,Alabama,3.00,6.00,35215 Birmingham,Bad,35215,-86.70,33.65,0.781569434,0.031439044,0.149303881,0.03768764,0.28,0.16,0.12,0.57,0.40,2.55,0.16,0.21,39616.00,17736.00
233072,34023.00,Middlesex County,New Jersey,1.00,2.00,08837 Edison,Good,8837,-74.35,40.51,0.381448722,0.100161773,0.060534346,0.45785516,0.19,0.11,0.18,0.72,0.07,2.31,0.31,0.13,57013.00,27726.00
233096,6037.00,Los Angeles County,California,4.00,9.00,90250 Hawthorne,Bad,90250,-118.35,33.91,0.502767845,0.14681521,0.192053229,0.158363716,0.31,0.20,0.06,0.32,0.30,2.95,0.12,0.27,33656.00,15561.00
233101,34035.00,Somerset County,New Jersey,1.00,2.00,07063 Plainfield,Good,7063,-74.45,40.61,0.458564412,0.053313576,0.167170348,0.320951663,0.29,0.17,0.09,0.29,0.58,3.28,0.19,0.14,53373.00,19264.00
233203,39035.00,Cuyahoga County,Ohio,2.00,3.00,44108 Cleveland,Bad,44108,-81.61,41.54,0.492830886,0.044279402,0.194685211,0.268204501,0.32,0.17,0.15,0.04,0.95,2.68,0.09,0.44,23418.00,13450.00
233246,29189.00,St. Louis County,Missouri,2.00,4.00,63131 Saint Louis,Bad,63131,-90.44,38.62,0.562765327,0.156219693,0.077795629,0.203219351,0.26,0.13,0.17,0.95,0.01,2.72,0.60,0.05,112017.00,57281.00
233368,36075.00,Oswego County,New York,1.00,2.00,13069 Fulton,Bad,13069,-76.38,43.33,0.549320169,0.061164325,0.131183923,0.258331583,0.28,0.15,0.12,0.97,0.01,2.59,0.12,0.27,34443.00,16782.00
233411,37023.00,Burke County,North Carolina,3.00,5.00,28655 Morganton,Bad,28655,-81.74,35.76,0.684635902,0.019053791,0.210799729,0.085510578,0.24,0.13,0.13,0.82,0.10,2.49,0.14,0.24,36089.00,17662.00
233555,26125.00,Oakland County,Michigan,2.00,3.00,48030 Hazel Park,Bad,48030,-83.10,42.46,0.577437606,0.038849343,0.13757028,0.246142771,0.28,0.15,0.12,0.92,0.02,2.60,0.08,0.24,36987.00,16707.00
233582,13067.00,Cobb County,Georgia,3.00,5.00,30144 Kennesaw,Bad,30144,-84.59,34.04,0.66013212,0.023610338,0.223794619,0.092462923,0.26,0.16,0.05,0.82,0.10,2.63,0.35,0.08,60609.00,25740.00
233605,45083.00,Spartanburg County,South Carolina,3.00,5.00,29307 Spartanburg,Bad,29307,-81.83,34.98,0.680500922,0.063686608,0.154906059,0.10090641,0.22,0.11,0.20,0.83,0.14,2.33,0.28,0.24,38041.00,24238.00
233606,24005.00,Baltimore County,Maryland,3.00,5.00,21221 Essex,Bad,21221,-76.44,39.30,0.594023959,0.051063619,0.094269623,0.260642799,0.26,0.14,0.13,0.76,0.20,2.45,0.08,0.26,35688.00,17890.00
233607,9003.00,Hartford County,Connecticut,1.00,1.00,06010 Bristol,Good,6010,-72.94,41.68,0.41292431,0.077216566,0.052577621,0.457281502,0.23,0.13,0.15,0.92,0.03,2.38,0.15,0.19,47522.00,23394.00
233644,37135.00,Orange County,North Carolina,3.00,5.00,27517 Chapel Hill,Good,27517,-79.03,35.84,0.398670461,0.118179103,0.100092218,0.383058218,0.25,0.14,0.12,0.78,0.11,2.57,0.27,0.18,50018.90,24483.32
233708,53033.00,King County,Washington,4.00,9.00,98168 Seattle,Bad,98168,-122.30,47.49,0.742089757,0.050885329,0.000777275,0.20624764,0.26,0.15,0.10,0.63,0.08,2.66,0.14,0.19,41097.00,19048.00
233744,9001.00,Fairfield County,Connecticut,1.00,1.00,06905 Stamford,Good,6905,-73.54,41.09,0.408735181,0.221787493,0.012676506,0.35680082,0.20,0.13,0.16,0.81,0.06,2.39,0.44,0.14,67285.00,37537.00
233779,55035.00,Eau Claire County,Wisconsin,2.00,3.00,54701 Eau Claire,Bad,54701,-91.51,44.74,0.651801241,0.048259724,0.170664823,0.129274212,0.21,0.11,0.13,0.96,0.01,2.34,0.34,0.22,40331.00,21376.00
233795,34039.00,Union County,New Jersey,1.00,2.00,07083 Union,Good,7083,-74.27,40.69,0.373449401,0.090262463,0.056574739,0.479713398,0.22,0.12,0.18,0.72,0.15,2.72,0.26,0.14,60487.00,24958.00
233805,27123.00,Ramsey County,Minnesota,2.00,4.00,55113 Saint Paul,Bad,55113,-93.16,45.01,0.606308273,0.062474277,0.096408814,0.234808636,0.19,0.10,0.20,0.89,0.03,2.18,0.40,0.14,50616.00,28578.00
233825,6013.00,Contra Costa County,California,4.00,9.00,94805 Richmond,Bad,94805,-122.32,37.94,0.616259927,0.110376005,0.066737985,0.206626083,0.23,0.13,0.12,0.48,0.18,2.61,0.29,0.14,50300.00,22996.00
233829,40143.00,Tulsa County,Oklahoma,3.00,7.00,74008 Bixby,Bad,74008,-95.84,35.92,0.856924193,0.041829714,0.07257667,0.028669423,0.29,0.15,0.10,0.86,0.01,2.72,0.21,0.16,48994.00,23921.00
233911,41005.00,Clackamas County,Oregon,4.00,9.00,97015 Clackamas,Bad,97015,-122.54,45.41,0.508121818,0.089667828,0.183367103,0.218843251,0.27,0.15,0.08,0.87,0.01,2.66,0.23,0.12,52050.00,23792.00
233981,48139.00,Ellis County,Texas,3.00,7.00,75119 Ennis,Bad,75119,-96.59,32.33,0.554422536,0.037592408,0.333140712,0.074844344,0.30,0.17,0.12,0.73,0.11,2.94,0.13,0.22,41092.00,16893.00
234123,25023.00,Plymouth County,Massachusetts,1.00,1.00,02571 Wareham,Bad,2571,-70.70,41.77,0.624747666,0.156599947,0.094414017,0.12423837,0.25,0.13,0.16,0.88,0.03,2.46,0.19,0.24,40988.00,21865.00
234140,25003.00,Berkshire County,Massachusetts,1.00,1.00,01240 Lenox,Good,1240,-73.28,42.37,0.453195035,0.079755147,0.096128893,0.370920926,0.20,0.09,0.24,0.96,0.01,2.15,0.46,0.24,43700.00,22889.00
234212,17031.00,Cook County,Illinois,2.00,3.00,60610 Chicago,Good,60610,-87.64,41.90,0.37783637,0.258199536,0.035900857,0.328063237,0.14,0.09,0.10,0.66,0.27,1.61,0.60,0.23,51294.00,52968.00
234250,36061.00,New York County,New York,1.00,2.00,10128 New York,Good,10128,-73.94,40.78,0.316726139,0.240606246,0.009494229,0.433173386,0.14,0.08,0.11,0.83,0.05,1.81,0.71,0.15,70031.00,72691.00
234337,45015.00,Berkeley County,South Carolina,3.00,5.00,29410 Hanahan,Bad,29410,-80.01,32.93,0.672290637,0.024975129,0.196199469,0.106534764,0.25,0.14,0.12,0.78,0.11,2.57,0.27,0.18,50063.59,24509.88
234341,54055.00,Mercer County,West Virginia,3.00,5.00,24740 Princeton,Bad,24740,-81.11,37.35,0.586636933,0.046165793,0.306289259,0.060908016,0.21,0.11,0.18,0.96,0.03,2.31,0.14,0.38,26984.00,15999.00
234578,55009.00,Brown County,Wisconsin,2.00,3.00,54301 Green Bay,Bad,54301,-88.02,44.48,0.721917734,0.068317505,0.105355304,0.104409456,0.24,0.13,0.13,0.88,0.04,2.37,0.26,0.22,41328.00,21631.00
234598,20091.00,Johnson County,Kansas,2.00,4.00,66209 Leawood,Bad,66209,-94.64,38.90,0.62713849,0.066206901,0.201517289,0.105137321,0.30,0.14,0.13,0.95,0.02,2.79,0.57,0.05,106984.00,49906.00
234616,6037.00,Los Angeles County,California,4.00,9.00,90731 San Pedro,Bad,90731,-118.28,33.74,0.468193795,0.128070151,0.164848016,0.238888038,0.28,0.17,0.09,0.59,0.08,2.63,0.17,0.28,35910.00,18043.00
234627,36045.00,Jefferson County,New York,1.00,2.00,13601 Watertown,Bad,13601,-75.92,43.97,0.573766357,0.07180519,0.153069282,0.201359171,0.26,0.14,0.14,0.89,0.05,2.40,0.16,0.33,31576.00,17156.00
234673,37119.00,Mecklenburg County,North Carolina,3.00,5.00,28203 Charlotte,Good,28203,-80.86,35.21,0.36004394,0.147766522,0.098298626,0.393890912,0.22,0.13,0.10,0.55,0.43,2.08,0.37,0.31,38918.00,31752.00
234702,34021.00,Mercer County,New Jersey,1.00,2.00,08690 Trenton,Good,8690,-74.66,40.23,0.37079652,0.05987081,0.052382559,0.516950111,0.25,0.12,0.13,0.93,0.01,2.81,0.29,0.06,72920.00,28587.00
234741,51800.00,Suffolk city,Virginia,3.00,5.00,23434 Suffolk,Bad,23434,-76.59,36.70,0.739738341,0.024027174,0.20737904,0.028855445,0.28,0.15,0.12,0.48,0.50,2.64,0.15,0.29,35211.00,17146.00
234748,17043.00,DuPage County,Illinois,2.00,3.00,60540 Naperville,Bad,60540,-88.15,41.76,0.604435262,0.131905432,0.020950541,0.242708764,0.29,0.16,0.08,0.87,0.02,2.77,0.54,0.07,87514.00,36907.00
234759,51059.00,Fairfax County,Virginia,3.00,5.00,20170 Herndon,Good,20170,-77.38,38.98,0.395677969,0.063927251,0.071058281,0.469336499,0.30,0.17,0.03,0.65,0.08,3.21,0.44,0.05,84035.00,31298.00
235057,29189.00,St. Louis County,Missouri,2.00,4.00,63044 Bridgeton,Bad,63044,-90.43,38.77,0.612295263,0.123378583,0.12932781,0.134998344,0.22,0.11,0.16,0.88,0.08,2.45,0.21,0.15,49012.00,24143.00
235111,36119.00,Westchester County,New York,1.00,2.00,10703 Yonkers,Good,10703,-73.88,40.96,0.332162787,0.079411994,0.083993577,0.504431643,0.25,0.14,0.16,0.66,0.14,2.64,0.19,0.28,41578.00,21244.00
235190,6037.00,Los Angeles County,California,4.00,9.00,91765 Diamond Bar,Bad,91765,-117.82,33.99,0.593967837,0.111142771,0.078471593,0.216417799,0.27,0.13,0.07,0.42,0.05,3.17,0.37,0.10,69848.00,25594.00
235202,48201.00,Harris County,Texas,3.00,7.00,77035 Houston,Bad,77035,-95.48,29.65,0.646034773,0.033743797,0.217861514,0.102359916,0.31,0.19,0.08,0.40,0.38,2.75,0.25,0.26,35524.00,16820.00
235225,24003.00,Anne Arundel County,Maryland,3.00,5.00,21012 Arnold,Good,21012,-76.50,39.04,0.491145157,0.042538479,0.081666822,0.384649541,0.28,0.14,0.09,0.92,0.04,2.76,0.43,0.06,76326.00,31165.00
235366,29189.00,St. Louis County,Missouri,2.00,4.00,63128 Saint Louis,Bad,63128,-90.38,38.49,0.634152571,0.140319906,0.082894552,0.142632971,0.21,0.10,0.20,0.98,0.00,2.42,0.27,0.09,59347.00,30745.00
235405,51087.00,Henrico County,Virginia,3.00,5.00,23238 Henrico,Bad,23238,-77.64,37.60,0.651545678,0.041324159,0.13750148,0.169628684,0.25,0.14,0.12,0.78,0.11,2.57,0.27,0.18,50002.35,24469.64
235434,27003.00,Anoka County,Minnesota,2.00,4.00,55449 Minneapolis,Bad,55449,-93.20,45.17,0.794169231,0.033869394,0.093113465,0.07884791,0.32,0.18,0.04,0.92,0.01,3.01,0.22,0.07,67617.00,25184.00
235442,34023.00,Middlesex County,New Jersey,1.00,2.00,08846 Middlesex,Good,8846,-74.50,40.57,0.440369875,0.036598215,0.076062906,0.446969004,0.24,0.14,0.14,0.87,0.03,2.71,0.21,0.11,60723.00,27834.00
235527,55139.00,Winnebago County,Wisconsin,2.00,3.00,54963 Omro,Bad,54963,-88.78,44.05,0.633026154,0.034108595,0.255727788,0.077137462,0.26,0.13,0.14,0.98,0.00,2.58,0.16,0.15,44961.00,18856.00
235555,6081.00,San Mateo County,California,4.00,9.00,94062 Redwood City,Bad,94062,-122.30,37.41,0.582591338,0.144865524,0.067388863,0.205154275,0.21,0.12,0.13,0.87,0.01,2.52,0.48,0.07,96677.00,61977.00
235638,36103.00,Suffolk County,New York,1.00,2.00,11726 Copiague,Bad,11726,-73.40,40.68,0.49516995,0.063434324,0.258388809,0.183006917,0.25,0.14,0.12,0.70,0.13,3.23,0.13,0.15,54524.00,20352.00
235735,45091.00,York County,South Carolina,3.00,5.00,29730 Rock Hill,Bad,29730,-81.02,34.89,0.696670175,0.016305506,0.213694534,0.073329785,0.25,0.14,0.10,0.59,0.37,2.60,0.15,0.26,36423.00,17127.00
235751,6037.00,Los Angeles County,California,4.00,9.00,90247 Gardena,Bad,90247,-118.30,33.89,0.510450784,0.120995497,0.161223213,0.207330505,0.28,0.17,0.12,0.24,0.20,2.93,0.13,0.27,35101.00,14741.00
235758,51041.00,Chesterfield County,Virginia,3.00,5.00,23831 Chester,Bad,23831,-77.45,37.34,0.576001548,0.067716469,0.14389534,0.212386643,0.27,0.14,0.09,0.83,0.12,2.67,0.27,0.11,56807.00,24543.00
235795,42071.00,Lancaster County,Pennsylvania,1.00,2.00,17603 Lancaster,Bad,17603,-76.35,40.01,0.507091304,0.054753021,0.230410569,0.207745105,0.24,0.13,0.15,0.80,0.07,2.38,0.21,0.23,38086.00,19982.00
235827,6113.00,Yolo County,California,4.00,9.00,95691 West Sacramento,Bad,95691,-121.58,38.62,0.410018896,0.062160792,0.251501601,0.27631871,0.28,0.16,0.13,0.69,0.02,2.57,0.11,0.30,35811.00,17761.00
235834,39055.00,Geauga County,Ohio,2.00,3.00,44026 Chesterland,Good,44026,-81.33,41.53,0.480252823,0.022849135,0.165075037,0.331823005,0.25,0.12,0.15,0.98,0.01,2.75,0.34,0.07,67150.00,31316.00
235963,18089.00,Lake County,Indiana,2.00,3.00,46307 Crown Point,Bad,46307,-87.33,41.40,0.572789531,0.195362604,0.114226608,0.117621257,0.25,0.12,0.12,0.94,0.02,2.67,0.24,0.11,59459.00,24516.00
235968,6037.00,Los Angeles County,California,4.00,9.00,91331 Pacoima,Bad,91331,-118.42,34.26,0.61669841,0.059532092,0.131310655,0.192458843,0.35,0.20,0.07,0.37,0.05,4.54,0.06,0.22,39225.00,10806.00
236068,53061.00,Snohomish County,Washington,4.00,9.00,98087 Lynnwood,Bad,98087,-122.27,47.86,0.447864024,0.057361826,0.220855423,0.273918727,0.25,0.14,0.12,0.78,0.11,2.56,0.27,0.18,50318.07,24657.71
236100,35013.00,Dona Ana County,New Mexico,4.00,8.00,88001 Las Cruces,Bad,88001,-106.76,32.30,0.576098803,0.050480291,0.159638286,0.213782621,0.27,0.16,0.11,0.63,0.03,2.56,0.20,0.45,23114.00,12286.00
236117,6085.00,Santa Clara County,California,4.00,9.00,95070 Saratoga,Good,95070,-122.05,37.26,0.340397838,0.15800297,0.121965317,0.379633875,0.26,0.13,0.16,0.68,0.00,2.84,0.59,0.07,138206.00,64942.00
236172,17043.00,DuPage County,Illinois,2.00,3.00,60540 Naperville,Bad,60540,-88.15,41.76,0.648407432,0.018015563,0.084123855,0.24945315,0.29,0.16,0.08,0.87,0.02,2.77,0.54,0.07,87514.00,36907.00
236217,6037.00,Los Angeles County,California,4.00,9.00,91423 Sherman Oaks,Bad,91423,-118.43,34.15,0.361569458,0.267642984,0.108715641,0.262071917,0.16,0.10,0.14,0.82,0.04,1.97,0.43,0.15,52662.00,40797.00
236335,25021.00,Norfolk County,Massachusetts,1.00,1.00,02169 Quincy,Good,2169,-71.02,42.24,0.299219623,0.104194108,0.09975514,0.496831129,0.18,0.10,0.17,0.83,0.03,2.16,0.28,0.20,45056.00,25581.00
236343,36119.00,Westchester County,New York,1.00,2.00,10573 Port Chester,Good,10573,-73.68,41.02,0.309640866,0.061138399,0.112229211,0.516991525,0.23,0.14,0.14,0.68,0.06,2.85,0.27,0.18,53180.00,27594.00
236396,25027.00,Worcester County,Massachusetts,1.00,1.00,01420 Fitchburg,Bad,1420,-71.82,42.59,0.456760486,0.131761875,0.172948987,0.238528653,0.26,0.14,0.15,0.82,0.04,2.50,0.14,0.28,37004.00,17256.00
236401,34007.00,Camden County,New Jersey,1.00,2.00,08045 Lawnside,Good,8045,-75.03,39.87,0.46203825,0.042890857,0.133986592,0.361084301,0.23,0.11,0.19,0.01,0.94,2.63,0.21,0.29,44926.00,18706.00
236476,34021.00,Mercer County,New Jersey,1.00,2.00,08628 Trenton,Bad,8628,-74.82,40.27,0.576879654,0.045711876,0.083242474,0.294165996,0.15,0.09,0.17,0.76,0.18,2.30,0.38,0.10,66627.00,30626.00
236485,17043.00,DuPage County,Illinois,2.00,3.00,60540 Naperville,Bad,60540,-88.15,41.76,0.532204137,0.099916355,0.085467497,0.28241201,0.29,0.16,0.08,0.87,0.02,2.77,0.54,0.07,87514.00,36907.00
236490,40101.00,Muskogee County,Oklahoma,3.00,7.00,74403 Muskogee,Bad,74403,-95.27,35.66,0.68714564,0.041414567,0.185616591,0.085823202,0.25,0.14,0.17,0.72,0.04,2.41,0.18,0.32,30728.00,16561.00
236652,19099.00,Jasper County,Iowa,2.00,4.00,50208 Newton,Bad,50208,-93.03,41.71,0.602589386,0.038357071,0.342727834,0.016325708,0.23,0.13,0.17,0.97,0.01,2.32,0.17,0.21,40945.00,19963.00
236726,39095.00,Lucas County,Ohio,2.00,3.00,43615 Toledo,Bad,43615,-83.67,41.65,0.606379444,0.039702307,0.197072587,0.156845661,0.22,0.13,0.13,0.76,0.18,2.25,0.21,0.24,39442.00,24274.00
236729,29095.00,Jackson County,Missouri,2.00,4.00,64014 Blue Springs,Bad,64014,-94.25,39.01,0.72664313,0.047625536,0.125953608,0.099777725,0.30,0.16,0.07,0.93,0.03,2.77,0.26,0.10,55192.00,23127.00
236752,6059.00,Orange County,California,4.00,9.00,90631 La Habra,Bad,90631,-117.95,33.94,0.526703347,0.180739773,0.105582047,0.186974833,0.29,0.17,0.11,0.64,0.02,3.07,0.20,0.16,50666.00,21690.00
236778,24031.00,Montgomery County,Maryland,3.00,5.00,20874 Germantown,Good,20874,-77.29,39.14,0.427022812,0.053694277,0.09686082,0.422422091,0.29,0.18,0.03,0.66,0.17,2.64,0.44,0.06,65104.00,29387.00
236806,10003.00,New Castle County,Delaware,3.00,5.00,19808 Wilmington,Good,19808,-75.67,39.74,0.588424836,0.040215078,0.06393835,0.307421736,0.23,0.12,0.15,0.89,0.05,2.44,0.28,0.11,57242.00,27640.00
236824,42095.00,Northampton County,Pennsylvania,1.00,2.00,18013 Bangor,Bad,18013,-75.17,40.85,0.471656683,0.046457298,0.1924242,0.289461819,0.25,0.13,0.16,0.98,0.00,2.56,0.13,0.22,43435.00,19961.00
236876,25021.00,Norfolk County,Massachusetts,1.00,1.00,02368 Randolph,Good,2368,-71.05,42.18,0.315786103,0.109805591,0.118273632,0.456134673,0.23,0.13,0.15,0.63,0.21,2.71,0.24,0.15,55358.00,23374.00
236895,48085.00,Collin County,Texas,3.00,7.00,75023 Plano,Bad,75023,-96.73,33.06,0.631521343,0.05071419,0.110448424,0.207316042,0.27,0.15,0.05,0.82,0.05,2.67,0.45,0.06,74191.00,32609.00
236970,6037.00,Los Angeles County,California,4.00,9.00,90403 Santa Monica,Good,90403,-118.49,34.03,0.34462117,0.226835309,0.114003959,0.314539563,0.12,0.07,0.17,0.86,0.01,1.67,0.58,0.19,54964.00,47085.00
237068,51520.00,Bristol city,Virginia,3.00,5.00,24201 Bristol,Bad,24201,-82.17,36.61,0.613261973,0.057715105,0.205452866,0.123570057,0.20,0.11,0.21,0.92,0.06,2.18,0.14,0.36,27165.00,17189.00
237082,45045.00,Greenville County,South Carolina,3.00,5.00,29605 Greenville,Bad,29605,-82.38,34.78,0.688187137,0.035474713,0.154334834,0.122003316,0.25,0.14,0.14,0.51,0.46,2.38,0.24,0.29,33110.00,21637.00
237107,49011.00,Davis County,Utah,4.00,8.00,84025 Farmington,Bad,84025,-111.87,40.99,0.62551186,0.029935401,0.238280486,0.106272253,0.37,0.18,0.05,0.96,0.00,3.72,0.30,0.04,73938.00,24355.00
237117,35025.00,Lea County,New Mexico,4.00,8.00,88240 Hobbs,Bad,88240,-103.34,32.62,0.779961872,0.02130252,0.132037204,0.066698404,0.30,0.16,0.12,0.65,0.06,2.70,0.12,0.37,28115.00,13993.00
